root_dir,graph_path,is_eq,n_B,n_C,n_atoms,composition,tag
D:\Sara\All_DFT_Data\Test_Data,Test71/graphs.pt,1,11,4,15,B11C4,Test71
D:\Sara\All_DFT_Data,120/B105C15_1/S_82026/graphs.pt,0,105,15,120,B105C15,S_82026
D:\Sara\All_DFT_Data,120/B99C21_1/S_118180/graphs.pt,0,99,21,120,B99C21,S_118180
D:\Sara\All_DFT_Data,15/B11C4_2/S_171251/graphs.pt,0,11,4,15,B11C4,S_171251
D:\Sara\All_DFT_Data,30/B27C3_3/S_368330/graphs.pt,0,27,3,30,B27C3,S_368330
D:\Sara\All_DFT_Data,120/B113C7_2/S_100904/graphs.pt,0,113,7,120,B113C7,S_100904
D:\Sara\All_DFT_Data,120/B97C23_2/S_165680/graphs.pt,0,97,23,120,B97C23,S_165680
D:\Sara\All_DFT_Data,120/B97C23_3/S_32990/graphs.pt,0,97,23,120,B97C23,S_32990
D:\Sara\All_DFT_Data,60/B47C13_4/S_255351/graphs.pt,0,47,13,60,B47C13,S_255351
D:\Sara\All_DFT_Data,60/B53C7_2/S_273019/graphs.pt,0,53,7,60,B53C7,S_273019
D:\Sara\All_DFT_Data,120/B111C9_3/S_343761/graphs.pt,0,111,9,120,B111C9,S_343761
D:\Sara\All_DFT_Data,120/B111C9_3/S_182244/graphs.pt,0,111,9,120,B111C9,S_182244
D:\Sara\All_DFT_Data,120/B107C13_4/S_127199/graphs.pt,0,107,13,120,B107C13,S_127199
D:\Sara\All_DFT_Data,120/B107C13_5/S_383537/graphs.pt,0,107,13,120,B107C13,S_383537
D:\Sara\All_DFT_Data,120/B111C9_3/S_312435/graphs.pt,0,111,9,120,B111C9,S_312435
D:\Sara\All_DFT_Data,60/B45C15_2/S_174672/graphs.pt,0,45,15,60,B45C15,S_174672
D:\Sara\All_DFT_Data,120/B97C23_1/S_38880/graphs.pt,0,97,23,120,B97C23,S_38880
D:\Sara\All_DFT_Data,120/B97C23_5/S_16154/graphs.pt,0,97,23,120,B97C23,S_16154
D:\Sara\All_DFT_Data,120/B103C17_1/S_259866/graphs.pt,0,103,17,120,B103C17,S_259866
D:\Sara\All_DFT_Data,60/B55C5_1/S_185704/graphs.pt,0,55,5,60,B55C5,S_185704
D:\Sara\All_DFT_Data,60/B45C15_5/S_288608/graphs.pt,0,45,15,60,B45C15,S_288608
D:\Sara\All_DFT_Data,15/B11C4_2/S_187925/graphs.pt,0,11,4,15,B11C4,S_187925
D:\Sara\All_DFT_Data,120/B105C15_3/S_226656/graphs.pt,0,105,15,120,B105C15,S_226656
D:\Sara\All_DFT_Data,15/B14C_5/S_224453/graphs.pt,0,14,1,15,B14C1,S_224453
D:\Sara\All_DFT_Data,120/B99C21_1/S_271677/graphs.pt,0,99,21,120,B99C21,S_271677
D:\Sara\All_DFT_Data\Test_Data,Test58/graphs.pt,1,12,3,15,B12C3,Test58
D:\Sara\All_DFT_Data,15/B14C_5/S_90330/graphs.pt,0,14,1,15,B14C1,S_90330
D:\Sara\All_DFT_Data,60/B45C15_5/S_12553/graphs.pt,0,45,15,60,B45C15,S_12553
D:\Sara\All_DFT_Data,60/B51C9_5/S_224695/graphs.pt,0,51,9,60,B51C9,S_224695
D:\Sara\All_DFT_Data,30/B25C5_3/S_359111/graphs.pt,0,25,5,30,B25C5,S_359111
D:\Sara\All_DFT_Data,60/B53C7_3/S_355314/graphs.pt,0,53,7,60,B53C7,S_355314
D:\Sara\All_DFT_Data,120/B101C19_1/S_365174/graphs.pt,0,101,19,120,B101C19,S_365174
D:\Sara\All_DFT_Data,120/B103C17_2/S_36484/graphs.pt,0,103,17,120,B103C17,S_36484
D:\Sara\All_DFT_Data,120/B111C9_4/S_255808/graphs.pt,0,111,9,120,B111C9,S_255808
D:\Sara\All_DFT_Data\Test_Data,Test36/graphs.pt,1,12,3,15,B12C3,Test36
D:\Sara\All_DFT_Data,15/B12C3_3/S_366533/graphs.pt,0,12,3,15,B12C3,S_366533
D:\Sara\All_DFT_Data,60/B47C13_5/S_310624/graphs.pt,0,47,13,60,B47C13,S_310624
D:\Sara\All_DFT_Data,120/B97C23_5/S_25692/graphs.pt,0,97,23,120,B97C23,S_25692
D:\Sara\All_DFT_Data,120/B111C9_5/S_181520/graphs.pt,0,111,9,120,B111C9,S_181520
D:\Sara\All_DFT_Data,30/B23C7_2/S_268566/graphs.pt,0,23,7,30,B23C7,S_268566
D:\Sara\All_DFT_Data,60/B51C9_4/S_137199/graphs.pt,0,51,9,60,B51C9,S_137199
D:\Sara\All_DFT_Data,120/B101C19_5/S_80893/graphs.pt,0,101,19,120,B101C19,S_80893
D:\Sara\All_DFT_Data,120/B105C15_5/S_395629/graphs.pt,0,105,15,120,B105C15,S_395629
D:\Sara\All_DFT_Data,60/B55C5_4/S_273893/graphs.pt,0,55,5,60,B55C5,S_273893
D:\Sara\All_DFT_Data,120/B113C7_4/S_110834/graphs.pt,0,113,7,120,B113C7,S_110834
D:\Sara\All_DFT_Data,60/B53C7_5/S_369978/graphs.pt,0,53,7,60,B53C7,S_369978
D:\Sara\All_DFT_Data,60/B51C9_2/S_147248/graphs.pt,0,51,9,60,B51C9,S_147248
D:\Sara\All_DFT_Data,60/B49C11_5/S_14808/graphs.pt,0,49,11,60,B49C11,S_14808
D:\Sara\All_DFT_Data,120/B111C9_1/S_28160/graphs.pt,0,111,9,120,B111C9,S_28160
D:\Sara\All_DFT_Data,15/B13C2_5/S_255060/graphs.pt,0,13,2,15,B13C2,S_255060
D:\Sara\All_DFT_Data,120/B103C17_5/S_29590/graphs.pt,0,103,17,120,B103C17,S_29590
D:\Sara\All_DFT_Data,120/B105C15_1/S_337928/graphs.pt,0,105,15,120,B105C15,S_337928
D:\Sara\All_DFT_Data,60/B53C7_2/S_29130/graphs.pt,0,53,7,60,B53C7,S_29130
D:\Sara\All_DFT_Data,30/B27C3_5/S_291690/graphs.pt,0,27,3,30,B27C3,S_291690
D:\Sara\All_DFT_Data,60/B49C11_4/S_235695/graphs.pt,0,49,11,60,B49C11,S_235695
D:\Sara\All_DFT_Data,120/B101C19_4/S_201531/graphs.pt,0,101,19,120,B101C19,S_201531
D:\Sara\All_DFT_Data,120/B109C11_5/S_1833/graphs.pt,0,109,11,120,B109C11,S_1833
D:\Sara\All_DFT_Data,120/B109C11_4/S_280227/graphs.pt,0,109,11,120,B109C11,S_280227
D:\Sara\All_DFT_Data,15/B14C_4/S_363746/graphs.pt,0,14,1,15,B14C1,S_363746
D:\Sara\All_DFT_Data,30/B25C5_2/S_240788/graphs.pt,0,25,5,30,B25C5,S_240788
D:\Sara\All_DFT_Data,30/B23C7_5/S_304980/graphs.pt,0,23,7,30,B23C7,S_304980
D:\Sara\All_DFT_Data,60/B55C5_5/S_211122/graphs.pt,0,55,5,60,B55C5,S_211122
D:\Sara\All_DFT_Data,60/B53C7_2/S_201641/graphs.pt,0,53,7,60,B53C7,S_201641
D:\Sara\All_DFT_Data,60/B49C11_2/S_360777/graphs.pt,0,49,11,60,B49C11,S_360777
D:\Sara\All_DFT_Data,120/B97C23_1/S_141322/graphs.pt,0,97,23,120,B97C23,S_141322
D:\Sara\All_DFT_Data,120/B97C23_2/S_19104/graphs.pt,0,97,23,120,B97C23,S_19104
D:\Sara\All_DFT_Data,15/B14C_4/S_394373/graphs.pt,0,14,1,15,B14C1,S_394373
D:\Sara\All_DFT_Data,120/B97C23_4/S_148824/graphs.pt,0,97,23,120,B97C23,S_148824
D:\Sara\All_DFT_Data,60/B47C13_1/S_86283/graphs.pt,0,47,13,60,B47C13,S_86283
D:\Sara\All_DFT_Data,60/B49C11_5/S_11910/graphs.pt,0,49,11,60,B49C11,S_11910
D:\Sara\All_DFT_Data,60/B55C5_4/S_135366/graphs.pt,0,55,5,60,B55C5,S_135366
D:\Sara\All_DFT_Data,120/B97C23_1/S_190732/graphs.pt,0,97,23,120,B97C23,S_190732
D:\Sara\All_DFT_Data,15/B12C3_3/S_364499/graphs.pt,0,12,3,15,B12C3,S_364499
D:\Sara\All_DFT_Data,120/B111C9_5/S_13994/graphs.pt,0,111,9,120,B111C9,S_13994
D:\Sara\All_DFT_Data,60/B49C11_2/S_224575/graphs.pt,0,49,11,60,B49C11,S_224575
D:\Sara\All_DFT_Data,15/B12C3_3/S_54770/graphs.pt,0,12,3,15,B12C3,S_54770
D:\Sara\All_DFT_Data,120/B113C7_3/S_359506/graphs.pt,0,113,7,120,B113C7,S_359506
D:\Sara\All_DFT_Data,15/B11C4_5/S_243867/graphs.pt,0,11,4,15,B11C4,S_243867
D:\Sara\All_DFT_Data,120/B105C15_4/S_66501/graphs.pt,0,105,15,120,B105C15,S_66501
D:\Sara\All_DFT_Data,30/B27C3_3/S_263029/graphs.pt,0,27,3,30,B27C3,S_263029
D:\Sara\All_DFT_Data,120/B113C7_5/S_266751/graphs.pt,0,113,7,120,B113C7,S_266751
D:\Sara\All_DFT_Data,30/B23C7_3/S_260615/graphs.pt,0,23,7,30,B23C7,S_260615
D:\Sara\All_DFT_Data,30/B23C7_3/S_167001/graphs.pt,0,23,7,30,B23C7,S_167001
D:\Sara\All_DFT_Data,30/B25C5_3/S_134880/graphs.pt,0,25,5,30,B25C5,S_134880
D:\Sara\All_DFT_Data,60/B51C9_4/S_200173/graphs.pt,0,51,9,60,B51C9,S_200173
D:\Sara\All_DFT_Data,120/B101C19_2/S_396593/graphs.pt,0,101,19,120,B101C19,S_396593
D:\Sara\All_DFT_Data,60/B47C13_5/S_160503/graphs.pt,0,47,13,60,B47C13,S_160503
D:\Sara\All_DFT_Data,120/B107C13_4/S_113347/graphs.pt,0,107,13,120,B107C13,S_113347
D:\Sara\All_DFT_Data,15/B12C3_5/S_357290/graphs.pt,0,12,3,15,B12C3,S_357290
D:\Sara\All_DFT_Data,60/B49C11_1/S_160022/graphs.pt,0,49,11,60,B49C11,S_160022
D:\Sara\All_DFT_Data,15/B13C2_1/S_208889/graphs.pt,0,13,2,15,B13C2,S_208889
D:\Sara\All_DFT_Data,120/B109C11_3/S_128382/graphs.pt,0,109,11,120,B109C11,S_128382
D:\Sara\All_DFT_Data,60/B51C9_1/S_234676/graphs.pt,0,51,9,60,B51C9,S_234676
D:\Sara\All_DFT_Data,60/B51C9_3/S_371922/graphs.pt,0,51,9,60,B51C9,S_371922
D:\Sara\All_DFT_Data,120/B107C13_3/S_58087/graphs.pt,0,107,13,120,B107C13,S_58087
D:\Sara\All_DFT_Data,60/B49C11_5/S_15722/graphs.pt,0,49,11,60,B49C11,S_15722
D:\Sara\All_DFT_Data,120/B99C21_5/S_125979/graphs.pt,0,99,21,120,B99C21,S_125979
D:\Sara\All_DFT_Data,60/B47C13_4/S_30395/graphs.pt,0,47,13,60,B47C13,S_30395
D:\Sara\All_DFT_Data,120/B113C7_1/S_91256/graphs.pt,0,113,7,120,B113C7,S_91256
D:\Sara\All_DFT_Data,120/B101C19_2/S_336394/graphs.pt,0,101,19,120,B101C19,S_336394
D:\Sara\All_DFT_Data,120/B101C19_3/S_206129/graphs.pt,0,101,19,120,B101C19,S_206129
D:\Sara\All_DFT_Data,15/B12C3_2/S_243059/graphs.pt,0,12,3,15,B12C3,S_243059
D:\Sara\All_DFT_Data,30/B25C5_5/S_312978/graphs.pt,0,25,5,30,B25C5,S_312978
D:\Sara\All_DFT_Data,30/B23C7_4/S_107172/graphs.pt,0,23,7,30,B23C7,S_107172
D:\Sara\All_DFT_Data,15/B12C3_4/S_40047/graphs.pt,0,12,3,15,B12C3,S_40047
D:\Sara\All_DFT_Data,60/B49C11_2/S_31409/graphs.pt,0,49,11,60,B49C11,S_31409
D:\Sara\All_DFT_Data,120/B103C17_1/S_224954/graphs.pt,0,103,17,120,B103C17,S_224954
D:\Sara\All_DFT_Data,30/B27C3_4/S_7067/graphs.pt,0,27,3,30,B27C3,S_7067
D:\Sara\All_DFT_Data\Test_Data,Test34/graphs.pt,1,12,3,15,B12C3,Test34
D:\Sara\All_DFT_Data,60/B45C15_3/S_238752/graphs.pt,0,45,15,60,B45C15,S_238752
D:\Sara\All_DFT_Data,15/B13C2_3/S_137261/graphs.pt,0,13,2,15,B13C2,S_137261
D:\Sara\All_DFT_Data,120/B105C15_4/S_224747/graphs.pt,0,105,15,120,B105C15,S_224747
D:\Sara\All_DFT_Data,15/B12C3_5/S_378150/graphs.pt,0,12,3,15,B12C3,S_378150
D:\Sara\All_DFT_Data,120/B103C17_1/S_16043/graphs.pt,0,103,17,120,B103C17,S_16043
D:\Sara\All_DFT_Data\Test_Data,Test18/graphs.pt,1,113,7,120,B113C7,Test18
D:\Sara\All_DFT_Data,15/B12C3_1/S_38743/graphs.pt,0,12,3,15,B12C3,S_38743
D:\Sara\All_DFT_Data,120/B113C7_1/S_71427/graphs.pt,0,113,7,120,B113C7,S_71427
D:\Sara\All_DFT_Data,60/B45C15_2/S_395494/graphs.pt,0,45,15,60,B45C15,S_395494
D:\Sara\All_DFT_Data,30/B27C3_4/S_170952/graphs.pt,0,27,3,30,B27C3,S_170952
D:\Sara\All_DFT_Data,120/B99C21_3/S_9910/graphs.pt,0,99,21,120,B99C21,S_9910
D:\Sara\All_DFT_Data,120/B101C19_2/S_273340/graphs.pt,0,101,19,120,B101C19,S_273340
D:\Sara\All_DFT_Data,15/B14C_3/S_22465/graphs.pt,0,14,1,15,B14C1,S_22465
D:\Sara\All_DFT_Data,120/B107C13_5/S_381694/graphs.pt,0,107,13,120,B107C13,S_381694
D:\Sara\All_DFT_Data,60/B55C5_3/S_275226/graphs.pt,0,55,5,60,B55C5,S_275226
D:\Sara\All_DFT_Data,120/B105C15_4/S_128503/graphs.pt,0,105,15,120,B105C15,S_128503
D:\Sara\All_DFT_Data,30/B25C5_5/S_334630/graphs.pt,0,25,5,30,B25C5,S_334630
D:\Sara\All_DFT_Data,15/B14C_3/S_103117/graphs.pt,0,14,1,15,B14C1,S_103117
D:\Sara\All_DFT_Data,30/B25C5_3/S_372110/graphs.pt,0,25,5,30,B25C5,S_372110
D:\Sara\All_DFT_Data,60/B55C5_4/S_235553/graphs.pt,0,55,5,60,B55C5,S_235553
D:\Sara\All_DFT_Data,120/B113C7_4/S_102254/graphs.pt,0,113,7,120,B113C7,S_102254
D:\Sara\All_DFT_Data,120/B97C23_1/S_63420/graphs.pt,0,97,23,120,B97C23,S_63420
D:\Sara\All_DFT_Data,30/B25C5_5/S_338189/graphs.pt,0,25,5,30,B25C5,S_338189
D:\Sara\All_DFT_Data,120/B99C21_4/S_222802/graphs.pt,0,99,21,120,B99C21,S_222802
D:\Sara\All_DFT_Data\Test_Data,Test68/graphs.pt,1,109,11,120,B109C11,Test68
D:\Sara\All_DFT_Data,120/B101C19_1/S_319207/graphs.pt,0,101,19,120,B101C19,S_319207
D:\Sara\All_DFT_Data,15/B14C_4/S_379409/graphs.pt,0,14,1,15,B14C1,S_379409
D:\Sara\All_DFT_Data,120/B111C9_1/S_353733/graphs.pt,0,111,9,120,B111C9,S_353733
D:\Sara\All_DFT_Data,15/B12C3_5/S_253757/graphs.pt,0,12,3,15,B12C3,S_253757
D:\Sara\All_DFT_Data,60/B53C7_1/S_241348/graphs.pt,0,53,7,60,B53C7,S_241348
D:\Sara\All_DFT_Data,120/B113C7_4/S_19849/graphs.pt,0,113,7,120,B113C7,S_19849
D:\Sara\All_DFT_Data,120/B109C11_4/S_231741/graphs.pt,0,109,11,120,B109C11,S_231741
D:\Sara\All_DFT_Data,15/B12C3_3/S_320076/graphs.pt,0,12,3,15,B12C3,S_320076
D:\Sara\All_DFT_Data,120/B101C19_4/S_381831/graphs.pt,0,101,19,120,B101C19,S_381831
D:\Sara\All_DFT_Data,60/B53C7_1/S_265326/graphs.pt,0,53,7,60,B53C7,S_265326
D:\Sara\All_DFT_Data,120/B113C7_2/S_29289/graphs.pt,0,113,7,120,B113C7,S_29289
D:\Sara\All_DFT_Data,15/B13C2_4/S_271974/graphs.pt,0,13,2,15,B13C2,S_271974
D:\Sara\All_DFT_Data,60/B53C7_4/S_278569/graphs.pt,0,53,7,60,B53C7,S_278569
D:\Sara\All_DFT_Data,120/B113C7_2/S_279348/graphs.pt,0,113,7,120,B113C7,S_279348
D:\Sara\All_DFT_Data,120/B113C7_2/S_394977/graphs.pt,0,113,7,120,B113C7,S_394977
D:\Sara\All_DFT_Data,15/B12C3_2/S_259803/graphs.pt,0,12,3,15,B12C3,S_259803
D:\Sara\All_DFT_Data,30/B27C3_4/S_115701/graphs.pt,0,27,3,30,B27C3,S_115701
D:\Sara\All_DFT_Data,60/B53C7_1/S_238438/graphs.pt,0,53,7,60,B53C7,S_238438
D:\Sara\All_DFT_Data,15/B12C3_1/S_76195/graphs.pt,0,12,3,15,B12C3,S_76195
D:\Sara\All_DFT_Data,60/B47C13_3/S_121848/graphs.pt,0,47,13,60,B47C13,S_121848
D:\Sara\All_DFT_Data,120/B101C19_2/S_171286/graphs.pt,0,101,19,120,B101C19,S_171286
D:\Sara\All_DFT_Data,60/B49C11_2/S_50015/graphs.pt,0,49,11,60,B49C11,S_50015
D:\Sara\All_DFT_Data,120/B111C9_5/S_16989/graphs.pt,0,111,9,120,B111C9,S_16989
D:\Sara\All_DFT_Data,15/B13C2_3/S_154796/graphs.pt,0,13,2,15,B13C2,S_154796
D:\Sara\All_DFT_Data,60/B47C13_1/S_105980/graphs.pt,0,47,13,60,B47C13,S_105980
D:\Sara\All_DFT_Data,120/B107C13_2/S_215864/graphs.pt,0,107,13,120,B107C13,S_215864
D:\Sara\All_DFT_Data,60/B51C9_2/S_333358/graphs.pt,0,51,9,60,B51C9,S_333358
D:\Sara\All_DFT_Data,120/B111C9_1/S_56806/graphs.pt,0,111,9,120,B111C9,S_56806
D:\Sara\All_DFT_Data,120/B109C11_1/S_389097/graphs.pt,0,109,11,120,B109C11,S_389097
D:\Sara\All_DFT_Data,15/B12C3_1/S_261917/graphs.pt,0,12,3,15,B12C3,S_261917
D:\Sara\All_DFT_Data,15/B14C_2/S_34241/graphs.pt,0,14,1,15,B14C1,S_34241
D:\Sara\All_DFT_Data,120/B105C15_4/S_146950/graphs.pt,0,105,15,120,B105C15,S_146950
D:\Sara\All_DFT_Data,15/B14C_5/S_261345/graphs.pt,0,14,1,15,B14C1,S_261345
D:\Sara\All_DFT_Data,120/B101C19_4/S_92643/graphs.pt,0,101,19,120,B101C19,S_92643
D:\Sara\All_DFT_Data,15/B12C3_1/S_59793/graphs.pt,0,12,3,15,B12C3,S_59793
D:\Sara\All_DFT_Data,120/B107C13_1/S_345706/graphs.pt,0,107,13,120,B107C13,S_345706
D:\Sara\All_DFT_Data,120/B113C7_4/S_314529/graphs.pt,0,113,7,120,B113C7,S_314529
D:\Sara\All_DFT_Data,60/B53C7_3/S_22675/graphs.pt,0,53,7,60,B53C7,S_22675
D:\Sara\All_DFT_Data,60/B53C7_2/S_147890/graphs.pt,0,53,7,60,B53C7,S_147890
D:\Sara\All_DFT_Data,120/B103C17_5/S_228985/graphs.pt,0,103,17,120,B103C17,S_228985
D:\Sara\All_DFT_Data,15/B14C_3/S_188282/graphs.pt,0,14,1,15,B14C1,S_188282
D:\Sara\All_DFT_Data,15/B13C2_1/S_39895/graphs.pt,0,13,2,15,B13C2,S_39895
D:\Sara\All_DFT_Data,60/B49C11_3/S_213856/graphs.pt,0,49,11,60,B49C11,S_213856
D:\Sara\All_DFT_Data,120/B109C11_5/S_218240/graphs.pt,0,109,11,120,B109C11,S_218240
D:\Sara\All_DFT_Data,60/B47C13_3/S_162729/graphs.pt,0,47,13,60,B47C13,S_162729
D:\Sara\All_DFT_Data,30/B27C3_5/S_40650/graphs.pt,0,27,3,30,B27C3,S_40650
D:\Sara\All_DFT_Data,30/B27C3_4/S_195863/graphs.pt,0,27,3,30,B27C3,S_195863
D:\Sara\All_DFT_Data,15/B11C4_3/S_120554/graphs.pt,0,11,4,15,B11C4,S_120554
D:\Sara\All_DFT_Data,120/B101C19_2/S_149937/graphs.pt,0,101,19,120,B101C19,S_149937
D:\Sara\All_DFT_Data,15/B13C2_1/S_119448/graphs.pt,0,13,2,15,B13C2,S_119448
D:\Sara\All_DFT_Data,120/B109C11_3/S_347540/graphs.pt,0,109,11,120,B109C11,S_347540
D:\Sara\All_DFT_Data,120/B101C19_5/S_275365/graphs.pt,0,101,19,120,B101C19,S_275365
D:\Sara\All_DFT_Data,120/B107C13_2/S_359776/graphs.pt,0,107,13,120,B107C13,S_359776
D:\Sara\All_DFT_Data,30/B27C3_5/S_259577/graphs.pt,0,27,3,30,B27C3,S_259577
D:\Sara\All_DFT_Data,120/B103C17_2/S_321930/graphs.pt,0,103,17,120,B103C17,S_321930
D:\Sara\All_DFT_Data,60/B45C15_1/S_262708/graphs.pt,0,45,15,60,B45C15,S_262708
D:\Sara\All_DFT_Data,60/B47C13_4/S_90798/graphs.pt,0,47,13,60,B47C13,S_90798
D:\Sara\All_DFT_Data,15/B11C4_5/S_29557/graphs.pt,0,11,4,15,B11C4,S_29557
D:\Sara\All_DFT_Data,60/B45C15_4/S_271538/graphs.pt,0,45,15,60,B45C15,S_271538
D:\Sara\All_DFT_Data,120/B103C17_4/S_77251/graphs.pt,0,103,17,120,B103C17,S_77251
D:\Sara\All_DFT_Data,15/B11C4_2/S_312379/graphs.pt,0,11,4,15,B11C4,S_312379
D:\Sara\All_DFT_Data,120/B103C17_2/S_8317/graphs.pt,0,103,17,120,B103C17,S_8317
D:\Sara\All_DFT_Data,120/B99C21_2/S_132345/graphs.pt,0,99,21,120,B99C21,S_132345
D:\Sara\All_DFT_Data,15/B14C_3/S_83757/graphs.pt,0,14,1,15,B14C1,S_83757
D:\Sara\All_DFT_Data,120/B99C21_3/S_54101/graphs.pt,0,99,21,120,B99C21,S_54101
D:\Sara\All_DFT_Data,30/B25C5_4/S_233880/graphs.pt,0,25,5,30,B25C5,S_233880
D:\Sara\All_DFT_Data,15/B14C_5/S_98876/graphs.pt,0,14,1,15,B14C1,S_98876
D:\Sara\All_DFT_Data,120/B101C19_3/S_3697/graphs.pt,0,101,19,120,B101C19,S_3697
D:\Sara\All_DFT_Data,60/B45C15_1/S_264988/graphs.pt,0,45,15,60,B45C15,S_264988
D:\Sara\All_DFT_Data,15/B12C3_1/S_361646/graphs.pt,0,12,3,15,B12C3,S_361646
D:\Sara\All_DFT_Data,30/B23C7_1/S_352075/graphs.pt,0,23,7,30,B23C7,S_352075
D:\Sara\All_DFT_Data,120/B97C23_4/S_163737/graphs.pt,0,97,23,120,B97C23,S_163737
D:\Sara\All_DFT_Data,120/B105C15_2/S_123617/graphs.pt,0,105,15,120,B105C15,S_123617
D:\Sara\All_DFT_Data,60/B55C5_1/S_17233/graphs.pt,0,55,5,60,B55C5,S_17233
D:\Sara\All_DFT_Data,15/B13C2_1/S_108383/graphs.pt,0,13,2,15,B13C2,S_108383
D:\Sara\All_DFT_Data,30/B27C3_5/S_178670/graphs.pt,0,27,3,30,B27C3,S_178670
D:\Sara\All_DFT_Data,120/B97C23_1/S_57782/graphs.pt,0,97,23,120,B97C23,S_57782
D:\Sara\All_DFT_Data,60/B53C7_2/S_93803/graphs.pt,0,53,7,60,B53C7,S_93803
D:\Sara\All_DFT_Data,120/B105C15_3/S_375397/graphs.pt,0,105,15,120,B105C15,S_375397
D:\Sara\All_DFT_Data\Test_Data,Test77/graphs.pt,1,45,15,60,B45C15,Test77
D:\Sara\All_DFT_Data,30/B23C7_5/S_118009/graphs.pt,0,23,7,30,B23C7,S_118009
D:\Sara\All_DFT_Data,120/B113C7_1/S_177680/graphs.pt,0,113,7,120,B113C7,S_177680
D:\Sara\All_DFT_Data,15/B11C4_5/S_265621/graphs.pt,0,11,4,15,B11C4,S_265621
D:\Sara\All_DFT_Data,30/B25C5_4/S_10240/graphs.pt,0,25,5,30,B25C5,S_10240
D:\Sara\All_DFT_Data,15/B11C4_4/S_287606/graphs.pt,0,11,4,15,B11C4,S_287606
D:\Sara\All_DFT_Data,30/B27C3_1/S_308834/graphs.pt,0,27,3,30,B27C3,S_308834
D:\Sara\All_DFT_Data,60/B55C5_4/S_4872/graphs.pt,0,55,5,60,B55C5,S_4872
D:\Sara\All_DFT_Data,60/B47C13_2/S_305959/graphs.pt,0,47,13,60,B47C13,S_305959
D:\Sara\All_DFT_Data,120/B97C23_4/S_308242/graphs.pt,0,97,23,120,B97C23,S_308242
D:\Sara\All_DFT_Data,30/B25C5_2/S_270588/graphs.pt,0,25,5,30,B25C5,S_270588
D:\Sara\All_DFT_Data,15/B14C_3/S_27530/graphs.pt,0,14,1,15,B14C1,S_27530
D:\Sara\All_DFT_Data,120/B99C21_3/S_71483/graphs.pt,0,99,21,120,B99C21,S_71483
D:\Sara\All_DFT_Data,120/B101C19_4/S_179583/graphs.pt,0,101,19,120,B101C19,S_179583
D:\Sara\All_DFT_Data,30/B25C5_4/S_27072/graphs.pt,0,25,5,30,B25C5,S_27072
D:\Sara\All_DFT_Data,30/B25C5_1/S_130701/graphs.pt,0,25,5,30,B25C5,S_130701
D:\Sara\All_DFT_Data,120/B99C21_2/S_221216/graphs.pt,0,99,21,120,B99C21,S_221216
D:\Sara\All_DFT_Data,60/B47C13_2/S_55248/graphs.pt,0,47,13,60,B47C13,S_55248
D:\Sara\All_DFT_Data,15/B14C_5/S_321612/graphs.pt,0,14,1,15,B14C1,S_321612
D:\Sara\All_DFT_Data,120/B101C19_3/S_212719/graphs.pt,0,101,19,120,B101C19,S_212719
D:\Sara\All_DFT_Data,120/B109C11_5/S_48788/graphs.pt,0,109,11,120,B109C11,S_48788
D:\Sara\All_DFT_Data,30/B25C5_2/S_181165/graphs.pt,0,25,5,30,B25C5,S_181165
D:\Sara\All_DFT_Data,60/B51C9_1/S_192308/graphs.pt,0,51,9,60,B51C9,S_192308
D:\Sara\All_DFT_Data,120/B111C9_2/S_93986/graphs.pt,0,111,9,120,B111C9,S_93986
D:\Sara\All_DFT_Data,60/B45C15_1/S_106138/graphs.pt,0,45,15,60,B45C15,S_106138
D:\Sara\All_DFT_Data\Test_Data,Test30/graphs.pt,1,12,3,15,B12C3,Test30
D:\Sara\All_DFT_Data,60/B45C15_2/S_253092/graphs.pt,0,45,15,60,B45C15,S_253092
D:\Sara\All_DFT_Data,30/B23C7_1/S_290759/graphs.pt,0,23,7,30,B23C7,S_290759
D:\Sara\All_DFT_Data,60/B53C7_2/S_335236/graphs.pt,0,53,7,60,B53C7,S_335236
D:\Sara\All_DFT_Data,60/B49C11_1/S_203777/graphs.pt,0,49,11,60,B49C11,S_203777
D:\Sara\All_DFT_Data,60/B49C11_4/S_101351/graphs.pt,0,49,11,60,B49C11,S_101351
D:\Sara\All_DFT_Data,120/B105C15_2/S_343690/graphs.pt,0,105,15,120,B105C15,S_343690
D:\Sara\All_DFT_Data,60/B47C13_1/S_98964/graphs.pt,0,47,13,60,B47C13,S_98964
D:\Sara\All_DFT_Data,30/B23C7_3/S_172749/graphs.pt,0,23,7,30,B23C7,S_172749
D:\Sara\All_DFT_Data,60/B55C5_2/S_225896/graphs.pt,0,55,5,60,B55C5,S_225896
D:\Sara\All_DFT_Data,15/B13C2_1/S_339375/graphs.pt,0,13,2,15,B13C2,S_339375
D:\Sara\All_DFT_Data,15/B11C4_1/S_291593/graphs.pt,0,11,4,15,B11C4,S_291593
D:\Sara\All_DFT_Data,15/B13C2_3/S_324069/graphs.pt,0,13,2,15,B13C2,S_324069
D:\Sara\All_DFT_Data,60/B53C7_5/S_211588/graphs.pt,0,53,7,60,B53C7,S_211588
D:\Sara\All_DFT_Data,15/B11C4_2/S_301364/graphs.pt,0,11,4,15,B11C4,S_301364
D:\Sara\All_DFT_Data,15/B11C4_1/S_207148/graphs.pt,0,11,4,15,B11C4,S_207148
